chorale_id,st,pitch,dur,keysig,timesig,fermata
27,90,69,2,-2,16,0
27,92,67,4,-2,16,0
27,96,65,4,-2,16,0
27,100,64,4,-2,16,0
27,104,65,4,-2,16,1
27,108,65,4,-2,16,0
27,112,70,4,-2,16,0
27,116,72,4,-2,16,0
27,120,74,4,-2,16,0
27,124,75,4,-2,16,0
27,128,74,4,-2,16,0
27,132,72,4,-2,16,0
27,136,74,4,-2,16,1
27,140,72,4,-2,16,0
27,144,74,4,-2,16,0
27,148,75,4,-2,16,0
27,152,77,2,-2,16,0
27,154,75,2,-2,16,0
27,156,74,4,-2,16,0
27,160,72,2,-2,16,0
